parameter_id,IMPC_CSD_047_001
analysis_id,q6w38vwp9581711
mouse_strain,C57BL
gene_accession_id,MGI:105073
parameter_name,Hindlimb digit - size
mouse_life_stage,Early adult
pvalue,0.08457723
gene_symbol,Tnni1
