gene_symbol,Dnajc8
mouse_strain,C57BL
pvalue,0.1013419
parameter_id,IMPC_CBC_001_001
mouse_life_stage,Early adult
analysis_id,90d8y539693664v
parameter_name,Sodium
gene_accession_id,MGI:1915848
