parameter_id,JAXLA_OFD_017_001
pvalue,0.2379488
gene_symbol,Fpgs
mouse_strain,C57BL
gene_accession_id,MGI:95576
analysis_id,18pd5fx49n67tq6
mouse_life_stage,Early adult
parameter_name,Center average speed
