parameter_id,IMPC_GEL_060_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
analysis_id,218biivo4m2dk77
pvalue,0.4281084
parameter_name,Neural tube morphology
gene_symbol,Col6a3
