parameter_id,M-G-P_014_001_001
gene_symbol,Ints7
analysis_id,ibn76ed6172524a
gene_accession_id,MGI:1924315
pvalue,0.8669282
parameter_name,Eye
mouse_strain,C57BL
mouse_life_stage,E9.5
