gene_symbol,Bcs1l
parameter_id,IMPC_GEP_017_001
analysis_id,71492l2c6yp94xu
mouse_strain,C57BL
parameter_name,Facial Morphology
gene_accession_id,MGI:1914071
pvalue,0.3937929
mouse_life_stage,Early adult
