parameter_id,IMPC_IMM_065_001
gene_symbol,AU040320
analysis_id,9jy035dh4o3o7uc
gene_accession_id,MGI:2140475
parameter_name,B2B Cells
pvalue,0.1167355
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
