gene_symbol,Mapkap1
pvalue,0.8396046
mouse_life_stage,Early adult
analysis_id,q846263od883715
mouse_strain,C57BL
gene_accession_id,MGI:2444554
parameter_name,Total CD4+ T cells - % of CD45+
parameter_id,MGP_MLN_064_001
