gene_symbol,Ola1
mouse_strain,C57BL
pvalue,0.958029
mouse_life_stage,E18.5
analysis_id,zk8h0765x8q6233
parameter_name,Periphery resting time
gene_accession_id,MGI:1914309
parameter_id,IMPC_OFD_011_001
