mouse_strain,129SV
gene_symbol,MMS22L
analysis_id,f7x4wzv82t4uv22
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_011_001
parameter_name,Periphery resting time
pvalue,0.05281837
gene_accession_id,MGI:2684980
