mouse_strain,129SV
analysis_id,zex7fk5396519kf
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
parameter_id,MGP_BMI_019_001
pvalue,0.8085969
gene_symbol,Inpp1
parameter_name,T cells - % of CD45+
