mouse_strain,129SV
parameter_id,IMPC_HEM_019_001
analysis_id,8t10205x0627858
pvalue,0.5223248
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
parameter_name,Mean platelet volume
gene_symbol,Cntfr
