mouse_life_stage,Middle aged adult
gene_symbol,Snap23
parameter_id,IMPC_CSD_008_001
mouse_strain,C57BL
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:109356
analysis_id,p5hq1w4c117h3q9
pvalue,0.06838679
