pvalue,0.9524386
gene_symbol,Mgst2
parameter_id,IMPC_HEM_002_001
analysis_id,v5rhwqef33y6419
parameter_name,Red blood cell count
mouse_strain,C57BL
gene_accession_id,MGI:2448481
mouse_life_stage,Early adult
