parameter_name,Distance travelled - total
analysis_id,1p9z136aj67fdei
parameter_id,IMPC_OFD_020_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ahctf1
pvalue,0.5790733
gene_accession_id,MGI:1915033
