mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Chloride
pvalue,0.3837567
gene_accession_id,MGI:95835
parameter_id,IMPC_CBC_003_001
gene_symbol,Hspa5
analysis_id,qvb458133mk211d
