mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,a84t65s9ur3t84w
pvalue,0.2611657
parameter_id,JAXLA_CBC_015_001
parameter_name,Total cholesterol
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
