gene_symbol,Tbl1xr1
mouse_strain,C57BL
analysis_id,8o8tp2jk3e57w36
parameter_name,Chloride
pvalue,0.1782978
gene_accession_id,MGI:2441730
parameter_id,HMGULA_CBC_003_001
mouse_life_stage,Early adult
