parameter_id,M-G-P_014_001_009
gene_accession_id,MGI:1888742
analysis_id,2s97sfe2t50hhnq
mouse_strain,C57BL
gene_symbol,Extl1
parameter_name,lens
pvalue,0.7045262
mouse_life_stage,Early adult
