parameter_name,Body weight
analysis_id,g681i8gkl745w3n
gene_symbol,Cdin1
parameter_id,M-G-P_009_001_003
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:3026886
pvalue,0.9453667
