parameter_name,Periphery average speed
mouse_life_stage,Early adult
gene_accession_id,MGI:2685053
parameter_id,HRWLLA_OFD_013_001
gene_symbol,Ntmt2
mouse_strain,C57BL
analysis_id,39kega96vu14753
pvalue,0.2880185
