mouse_life_stage,Early adult
gene_accession_id,MGI:1913483
parameter_id,M-G-P_014_001_009
mouse_strain,C57BL
analysis_id,41y4uf26qp77047
pvalue,0.2596236
gene_symbol,Dmap1
parameter_name,lens
