mouse_life_stage,Late adult
parameter_id,IMPC_CBC_009_001
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
analysis_id,yzz738a4wz1i74i
parameter_name,Calcium
mouse_strain,C57BL
pvalue,0.145657
