parameter_id,IMPC_CBC_011_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_name,Iron
pvalue,0.3956139
analysis_id,4q963k8g32lz93k
