parameter_id,IMPC_ACS_037_001
gene_symbol,Fgb
pvalue,0.8977401
parameter_name,% Pre-pulse inhibition - Global
mouse_life_stage,E15.5
gene_accession_id,MGI:99501
analysis_id,8iauiuikunx65q3
mouse_strain,C57BL
