gene_symbol,Extl1
parameter_name,Thyroxine
parameter_id,IMPC_CBC_053_001
mouse_strain,C57BL
analysis_id,i443561r48a461e
pvalue,0.2749624
gene_accession_id,MGI:1888742
mouse_life_stage,Early adult
