gene_symbol,Duoxa2
mouse_life_stage,Early adult
parameter_name,Prepulse inhibition - PP3
pvalue,0.6887259
parameter_id,ESLIM_011_001_703
mouse_strain,C57BL
analysis_id,5lpa828nay55fr4
gene_accession_id,MGI:1914061
