parameter_name,Whole arena average speed
pvalue,0.497885
gene_accession_id,MGI:1924360
analysis_id,553b7t26q348bb0
parameter_id,IMPC_OFD_009_001
gene_symbol,Gpbp1l1
mouse_strain,C57BL
mouse_life_stage,Early adult
