gene_symbol,Ola1
gene_accession_id,MGI:1914309
pvalue,0.6272146
mouse_strain,C57BL
parameter_name,Neutrophil differential count
analysis_id,11j2713jwkq7tp7
parameter_id,IMPC_HEM_029_001
mouse_life_stage,Early adult
