gene_symbol,Zmynd19
pvalue,0.4160632
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
parameter_id,MGP_IMM_028_001
gene_accession_id,MGI:1914437
analysis_id,04b7y36o6s499hr
