parameter_id,IMPC_ECH_018_001
gene_accession_id,MGI:1914309
mouse_strain,C57BL
gene_symbol,Ola1
parameter_name,Respiration Rate
analysis_id,q0710t3e68zr9g9
pvalue,0.4799241
mouse_life_stage,Early adult
