gene_symbol,Sla2
analysis_id,646grn4ouxo847z
pvalue,0.9735442
mouse_life_stage,Early adult
gene_accession_id,MGI:1925049
mouse_strain,C57BL
parameter_id,JAX_OFD_020_001
parameter_name,Distance travelled - total
