parameter_id,MGP_BMI_014_001
analysis_id,x45hlzka7x62l0b
mouse_strain,C58BL
gene_accession_id,MGI:1921262
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
gene_symbol,Rap2b
pvalue,0.6718313
mouse_life_stage,Early adult
