parameter_name,Retina (combined)
mouse_life_stage,Early adult
analysis_id,617b8u9m48i1y19
mouse_strain,C57BL
parameter_id,JAXLA_EYE_092_001
pvalue,0.8894091
gene_symbol,Dnajc6
gene_accession_id,MGI:1919935
