gene_symbol,Mapkap1
mouse_life_stage,Early adult
gene_accession_id,MGI:2444554
parameter_id,MGP_PBI_014_001
pvalue,0.7252773
parameter_name,B cell percentage
mouse_strain,C57BL
analysis_id,h7m947682d73348
