parameter_id,IMPC_IMM_004_001
parameter_name,NKT cells (panel A)
analysis_id,4b1jbc792pj7nb6
mouse_strain,C57BL
gene_symbol,Ivd
gene_accession_id,MGI:1929242
mouse_life_stage,Early adult
pvalue,0.6199654
