gene_symbol,Dnajc8
parameter_name,Resting Treg cells - % of Treg
pvalue,0.340652
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
mouse_strain,C57BL
parameter_id,MGP_MLN_010_001
analysis_id,8zzz6q27e171dx7
