mouse_strain,C57BL
parameter_name,CD11b-high cDC - % of CD45+
mouse_life_stage,Early adult
analysis_id,2inc93k5a9895bk
gene_symbol,Hpca
parameter_id,MGP_IMM_129_001
pvalue,0.3594469
gene_accession_id,MGI:1336200
