parameter_id,JAXLA_OFD_007_001
parameter_name,Whole arena resting time
mouse_life_stage,Late adult
analysis_id,304h0351xvvpv85
gene_symbol,Lpgat1
mouse_strain,C55BL
pvalue,0.6793156
gene_accession_id,MGI:2446186
