parameter_name,Distance travelled - total
pvalue,0.6833813
gene_symbol,Maco1
analysis_id,7xv2u171t0q399u
parameter_id,JAX_OFD_020_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1913396
