parameter_id,JAXLA_CSD_077_001
mouse_strain,C57BL
pvalue,0.9017681
gene_symbol,Atg4c
mouse_life_stage,Early adult
parameter_name,Contact righting
analysis_id,u5185f63807g9m7
gene_accession_id,MGI:2651854
