gene_symbol,Lpgat1
parameter_id,GMC_906_001_005
mouse_strain,C57BL
analysis_id,wy1bx5003xw5jor
pvalue,0.5162
mouse_life_stage,Early adult
parameter_name,Potassium
gene_accession_id,MGI:2446186
