gene_symbol,Clvs1
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,aaz3e0k859patk0
gene_accession_id,MGI:1921688
parameter_id,IMPC_XRY_022_001
pvalue,0.1441779
parameter_name,Radius
