mouse_life_stage,E9.5
analysis_id,6fo234eb6i538ra
pvalue,0.6463569
mouse_strain,C57BL
gene_symbol,Wars2
parameter_name,Number of rears - total
parameter_id,JAX_OFD_021_001
gene_accession_id,MGI:1917810
