gene_symbol,Cntfr
gene_accession_id,MGI:99605
mouse_strain,129SV
parameter_id,MGP_PBI_034_001
mouse_life_stage,Early adult
pvalue,0.9838234
analysis_id,e77d8i3ro37yaw5
parameter_name,B cell number
