gene_symbol,Secisbp2l
pvalue,0.8986952
parameter_id,MGP_IMM_007_001
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
mouse_life_stage,Late adult
analysis_id,7fnr32859429683
mouse_strain,C57BL
gene_accession_id,MGI:1917604
