parameter_id,IMPC_EYE_017_001
mouse_strain,C57BL
pvalue,0.1465858
parameter_name,Lens Opacity
gene_accession_id,MGI:1336200
analysis_id,92rca42l7m73mii
mouse_life_stage,Late adult
gene_symbol,Hpca
