gene_symbol,Galnt13
gene_accession_id,MGI:2139447
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,JAX_OFD_016_001
pvalue,0.6204143
analysis_id,x3h54332l344536
parameter_name,Center permanence time
