gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
parameter_id,MGP_IMM_121_001
analysis_id,ys26ri813q7624j
mouse_strain,C57BL
parameter_name,Macrophages - % of CD45+
pvalue,0.6406865
