parameter_name,Glucose
pvalue,0.9363203
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,0lq892c111v6mec
gene_symbol,Tnni1
parameter_id,IMPC_CBC_018_001
gene_accession_id,MGI:105073
