mouse_strain,129SV
pvalue,0.06106162
parameter_id,M-G-P_013_001_001
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
gene_symbol,Cntfr
analysis_id,82uz516044f79b4
parameter_name,Eye
