gene_symbol,Lpgat1
pvalue,0.0696203
parameter_id,CCP_XRY_001_001
parameter_name,Skull shape
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,45s545xz7xac59g
