mouse_strain,129SV
gene_symbol,Bpifa3
pvalue,0.3616525
analysis_id,y25x4ougk6e98p8
mouse_life_stage,Early adult
parameter_name,Total T cells - % of CD45+
parameter_id,MGP_MLN_001_001
gene_accession_id,MGI:1920638
