mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Liver weight
gene_symbol,Smyd2
pvalue,0.5763985
gene_accession_id,MGI:1915889
analysis_id,l8mwq260f784ncs
parameter_id,UCD_OWT_008_001
