parameter_id,M-G-P_012_001_005
mouse_life_stage,Early adult
gene_accession_id,MGI:109585
parameter_name,Body Weight
gene_symbol,Pld1
pvalue,0.0999936
mouse_strain,C57BL
analysis_id,z4624mp042076aw
