mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_symbol,Slc30a4
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
analysis_id,e84neb3b14ra099
gene_accession_id,MGI:1345282
parameter_id,MGP_IMM_094_001
pvalue,0.5693252
