gene_symbol,Mecom
mouse_life_stage,E12.5
pvalue,0.1634835
gene_accession_id,MGI:95457
parameter_name,cDCs CD11b Type
mouse_strain,C57BL
parameter_id,IMPC_IMM_073_001
analysis_id,x50vrii014w9d7o
