parameter_id,MGP_IMM_079_001
pvalue,0.5781504
gene_symbol,Dnajc8
parameter_name,KLRG1+ Treg cells - % of CD45+
analysis_id,xviln0p2f6xx1w5
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1915848
