gene_symbol,Rab3gap2
parameter_name,Corneal opacity
parameter_id,IMPC_EYE_008_001
pvalue,0.9136999
analysis_id,7eg3he06929d96z
gene_accession_id,MGI:1916043
mouse_strain,C57BL
mouse_life_stage,Early adult
