gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
mouse_strain,C57BL
parameter_id,IMPC_GEL_063_001
parameter_name,Delayed embryonic development
mouse_life_stage,Early adult
pvalue,0.9591159
analysis_id,ennjge502750cn9
