mouse_life_stage,Early adult
parameter_id,MGP_IMM_007_001
mouse_strain,C57BL
gene_accession_id,MGI:1346088
gene_symbol,Cd52
pvalue,0.8185485
analysis_id,025fo9905hgq72m
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
