parameter_name,Prepulse inhibition - PP2
gene_symbol,Eprs1
gene_accession_id,MGI:97838
analysis_id,lro6k60050af333
pvalue,0.1113952
parameter_id,ESLIM_011_001_702
mouse_strain,C57BL
mouse_life_stage,E12.5
