gene_symbol,Slc30a4
parameter_name,Center average speed
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
parameter_id,JAXLA_OFD_017_001
pvalue,0.07286807
analysis_id,sn85ey6yh9o8bs9
mouse_strain,C57BL
