parameter_id,MGP_IMM_101_001
gene_symbol,Mecom
gene_accession_id,MGI:95457
mouse_strain,C57BL
pvalue,0.3572402
analysis_id,01pzx53q76302lu
mouse_life_stage,E12.5
parameter_name,KLRG1+ NK cells - % of CD45+
